system,intent_id,rep,complexity,ue_band,scenario,deployment_time_s,config_error_rate,resource_accuracy,interventions,intent_to_deploy_accuracy,policy_violation_rate,error
gemma3_4b,N05,1,medium,200,sinusoidal-autoscale,13.181,0.0,0.9474,0,0,0.2,Topology has issues: Connection references unknown VNF: ueransim-gnb
gemma3_4b,N05,2,medium,200,sinusoidal-autoscale,13.113,0.0,0.9474,0,0,0.2,Topology has issues: Connection references unknown VNF: ueransim-gnb
gemma3_4b,N05,3,medium,200,sinusoidal-autoscale,13.234,0.0,0.9474,0,0,0.2,Topology has issues: Connection references unknown VNF: ueransim-gnb
gemma3_4b,N05,4,medium,200,sinusoidal-autoscale,13.102,0.0,0.9474,0,0,0.2,Topology has issues: Connection references unknown VNF: ueransim-gnb
gemma3_4b,N06,0,medium,50,fault-HA,11.695,0.0,0.7013,1,0,0.2,Topology has issues: Connection references unknown VNF: ueransim-gnb
gemma3_4b,N06,1,medium,50,fault-HA,7.867,0.0,0.7448,1,0,0.2,
gemma3_4b,N06,2,medium,50,fault-HA,11.482,0.0,0.7013,1,0,0.2,
gemma3_4b,N06,3,medium,50,fault-HA,11.472,0.0,0.7013,1,0,0.2,
gemma3_4b,N06,4,medium,50,fault-HA,8.4,0.0,0.7448,1,0,0.2,
gemma3_4b,N07,0,medium,500,bursty-headroom,12.267,0.0,0.7513,1,0,0.2,Topology has issues: Connection references unknown VNF: internet
gemma3_4b,N07,1,medium,500,bursty-headroom,12.073,0.0,0.7513,1,0,0.2,Topology has issues: Connection references unknown VNF: internet
gemma3_4b,N07,2,medium,500,bursty-headroom,12.422,0.0,0.7513,1,0,0.2,Topology has issues: Connection references unknown VNF: internet
gemma3_4b,N07,3,medium,500,bursty-headroom,12.233,0.0,0.7513,1,0,0.2,Topology has issues: Connection references unknown VNF: internet
gemma3_4b,N07,4,medium,500,bursty-headroom,11.897,0.0,0.7513,1,0,0.2,Topology has issues: Connection references unknown VNF: internet
gemma3_4b,N08,0,medium,200,fault-HA,9.83,0.0,0.5886,0,0,0.2,Topology has issues: Connection references unknown VNF: oai-ausf; Connection references unknown VNF: ueransim-gnb
gemma3_4b,N08,1,medium,200,fault-HA,12.63,0.0,0.0,1,0,0.2,Topology has issues: Connection references unknown VNF: ueransim-gnb
gemma3_4b,N08,2,medium,200,fault-HA,11.87,0.0,0.6147,0,0,0.2,Topology has issues: Connection references unknown VNF: ueransim-gnb
gemma3_4b,N08,3,medium,200,fault-HA,11.761,0.0,0.6147,0,0,0.2,
gemma3_4b,N08,4,medium,200,fault-HA,9.565,0.0,0.5886,0,0,0.2,Topology has issues: Connection references unknown VNF: oai-ausf; Connection references unknown VNF: ueransim-gnb
gemma3_4b,C01,0,complex,500,fault-HA,11.524,0.3333,0.4919,1,0,0.2,Topology has issues: Connection references unknown VNF: internet
gemma3_4b,C01,1,complex,500,fault-HA,10.928,0.3333,0.4919,1,0,0.2,Topology has issues: Connection references unknown VNF: internet
gemma3_4b,C01,2,complex,500,fault-HA,11.081,0.3333,0.4919,1,0,0.2,Topology has issues: Connection references unknown VNF: internet
gemma3_4b,C01,3,complex,500,fault-HA,11.884,0.3333,0.4919,1,0,0.2,Topology has issues: Connection references unknown VNF: internet
gemma3_4b,C01,4,complex,500,fault-HA,11.71,0.3333,0.4919,1,0,0.2,Topology has issues: Connection references unknown VNF: internet
gemma3_4b,C02,0,complex,500,steady,13.366,0.0,0.4533,0,0,0.2,Topology has issues: Connection references unknown VNF: ueransim-gnb
gemma3_4b,C02,1,complex,500,steady,15.192,0.2,0.4533,0,0,0.2,
gemma3_4b,C02,2,complex,500,steady,13.899,0.0,0.4533,0,0,0.2,Topology has issues: Connection references unknown VNF: ueransim-gnb; Connection references unknown VNF: ueransim-gnb; Connection references unknown VNF: ueransim-ue
gemma3_4b,C02,3,complex,500,steady,12.967,0.0,0.4533,0,0,0.2,Topology has issues: Connection references unknown VNF: ueransim-gnb
gemma3_4b,C02,4,complex,500,steady,15.514,0.2,0.4533,0,0,0.2,
gemma3_4b,C03,0,complex,200,fault-HA,6.953,0.0,0.0,1,0,0.2,
gemma3_4b,C03,1,complex,200,fault-HA,7.127,0.0,0.0,1,0,0.2,
gemma3_4b,C03,2,complex,200,fault-HA,7.75,0.0,0.0,1,0,0.2,
gemma3_4b,C03,3,complex,200,fault-HA,6.953,0.0,0.0,1,0,0.2,
gemma3_4b,C03,4,complex,200,fault-HA,7.59,0.0,0.0,1,0,0.2,
gemma3_4b,C04,0,complex,200,steady,7.472,0.0,0.0,1,0,0.2,Topology has issues: Connection references unknown VNF: ueransim-gnb
gemma3_4b,C04,1,complex,200,steady,7.188,0.0,0.0,1,0,0.2,
gemma3_4b,C04,2,complex,200,steady,7.493,0.0,0.0,1,0,0.2,
gemma3_4b,C04,3,complex,200,steady,7.126,0.0,0.0,1,0,0.2,
gemma3_4b,C04,4,complex,200,steady,7.107,0.0,0.0,1,0,0.2,
gemma3_4b,C05,0,complex,500,bursty-headroom,14.987,0.0,0.0,1,0,0.2,Topology has issues: Connection references unknown VNF: ueransim-gnb
gemma3_4b,C05,1,complex,500,bursty-headroom,12.136,0.0,0.0,1,0,0.2,Topology has issues: Connection references unknown VNF: ueransim-gnb
gemma3_4b,C05,2,complex,500,bursty-headroom,14.065,0.0,0.0,1,0,0.2,Topology has issues: Connection references unknown VNF: ueransim-gnb; Connection references unknown VNF: ueransim-gnb; Connection references unknown VNF: ueransim-ue
gemma3_4b,C05,3,complex,500,bursty-headroom,12.155,0.0,0.0,1,0,0.2,Topology has issues: Connection references unknown VNF: ueransim-gnb
gemma3_4b,C05,4,complex,500,bursty-headroom,12.554,0.0,0.0,1,0,0.2,Topology has issues: Connection references unknown VNF: ueransim-gnb
gemma3_4b,C06,0,complex,500,steady,11.74,0.2857,0.0,1,0,0.2,
gemma3_4b,C06,1,complex,500,steady,10.273,0.0,0.0,1,0,0.2,Topology has issues: Connection references unknown VNF: internet
gemma3_4b,C06,2,complex,500,steady,7.046,0.0,0.0,1,0,0.2,
gemma3_4b,C06,3,complex,500,steady,11.486,0.0,0.0,1,0,0.2,
gemma3_4b,C06,4,complex,500,steady,6.997,0.0,0.0,1,0,0.2,
gemma3_4b,C07,0,complex,200,fault-HA,7.182,0.0,0.0,1,0,0.2,Topology has issues: Connection references unknown VNF: ueransim-gnb
gemma3_4b,C07,1,complex,200,fault-HA,6.978,0.0,0.0,1,0,0.2,
gemma3_4b,C07,2,complex,200,fault-HA,7.221,0.0,0.0,1,0,0.2,Topology has issues: Connection references unknown VNF: ueransim-gnb
gemma3_4b,C07,3,complex,200,fault-HA,10.556,0.3333,0.0,1,0,0.2,
gemma3_4b,C07,4,complex,200,fault-HA,7.191,0.0,0.0,1,0,0.2,Topology has issues: Connection references unknown VNF: ueransim-gnb
gemma3_4b,C08,0,complex,500,steady,6.895,0.0,0.0,1,0,0.2,Topology has issues: Connection references unknown VNF: oai-udm
gemma3_4b,C08,1,complex,500,steady,7.569,0.0,0.6932,1,0,0.2,
gemma3_4b,C08,2,complex,500,steady,6.645,0.0,0.0,1,0,0.2,
gemma3_4b,C08,3,complex,500,steady,7.065,0.0,0.0,1,0,0.2,Topology has issues: Connection references unknown VNF: oai-udm
gemma3_4b,C08,4,complex,500,steady,6.727,0.0,0.0,1,0,0.2,
gemma3_4b,C09,0,complex,50,steady,7.785,0.0,0.7619,0,0,0.2,Topology has issues: Connection references unknown VNF: ueransim-gnb
gemma3_4b,C09,1,complex,50,steady,7.652,0.0,0.7619,0,0,0.2,
gemma3_4b,C09,2,complex,50,steady,7.625,0.0,0.7619,0,0,0.2,
gemma3_4b,C09,3,complex,50,steady,7.537,0.0,0.7619,0,0,0.2,
gemma3_4b,C09,4,complex,50,steady,7.791,0.0,0.7619,0,0,0.2,
gemma3_4b,N09,0,complex,200,bursty-headroom,8.297,0.0,0.8144,1,0,0.2,
gemma3_4b,N09,1,complex,200,bursty-headroom,8.392,0.0,0.8144,1,0,0.2,Topology has issues: Connection references unknown VNF: ueransim-gnb
gemma3_4b,N09,2,complex,200,bursty-headroom,8.35,0.0,0.8144,1,0,0.2,
gemma3_4b,N09,3,complex,200,bursty-headroom,8.445,0.0,0.8144,1,0,0.2,Topology has issues: Connection references unknown VNF: ueransim-gnb
gemma3_4b,N09,4,complex,200,bursty-headroom,8.344,0.0,0.8144,1,0,0.2,
gemma3_4b,N10,0,complex,200,sinusoidal-autoscale,7.049,0.0,0.8861,1,0,0.2,Topology has issues: Connection references unknown VNF: ueransim-gnb
gemma3_4b,N10,1,complex,200,sinusoidal-autoscale,7.151,0.0,0.8861,1,0,0.2,Topology has issues: Connection references unknown VNF: ueransim-gnb
gemma3_4b,N10,2,complex,200,sinusoidal-autoscale,7.166,0.0,0.8861,1,0,0.2,Topology has issues: Connection references unknown VNF: ueransim-gnb
gemma3_4b,N10,3,complex,200,sinusoidal-autoscale,7.471,0.0,0.8861,1,0,0.2,Topology has issues: Connection references unknown VNF: ueransim-gnb
gemma3_4b,N10,4,complex,200,sinusoidal-autoscale,7.113,0.0,0.8861,1,0,0.2,Topology has issues: Connection references unknown VNF: ueransim-gnb
gemma3_4b,N11,0,complex,500,sinusoidal-autoscale,8.261,0.0,0.7171,1,0,0.2,Topology has issues: Connection references unknown VNF: ueransim-gnb
gemma3_4b,N11,1,complex,500,sinusoidal-autoscale,11.915,0.0,0.7871,1,0,0.2,Topology has issues: Connection references unknown VNF: ueransim-gnb
gemma3_4b,N11,2,complex,500,sinusoidal-autoscale,8.879,0.0,0.7171,1,0,0.2,Topology has issues: Connection references unknown VNF: internet
gemma3_4b,N11,3,complex,500,sinusoidal-autoscale,11.766,0.0,0.7871,1,0,0.2,Topology has issues: Connection references unknown VNF: ueransim-gnb
gemma3_4b,N11,4,complex,500,sinusoidal-autoscale,11.868,0.0,0.7871,1,0,0.2,Topology has issues: Connection references unknown VNF: ueransim-gnb
qwen25_14b,S01,0,simple,50,steady,23.304,0.0,0.9086,0,0,0.2,
qwen25_14b,S01,1,simple,50,steady,19.315,0.0,0.926,0,0,0.2,
qwen25_14b,S01,2,simple,50,steady,19.404,0.0,0.926,0,0,0.2,
qwen25_14b,S01,3,simple,50,steady,19.673,0.0,0.926,0,0,0.2,
qwen25_14b,S01,4,simple,50,steady,19.681,0.0,0.926,0,0,0.2,
qwen25_14b,S02,0,simple,200,steady,19.242,0.0,0.9926,0,0,0.2,
qwen25_14b,S02,1,simple,200,steady,19.819,0.0,0.9926,0,0,0.2,
qwen25_14b,S02,2,simple,200,steady,19.788,0.0,0.9926,0,0,0.2,
qwen25_14b,S02,3,simple,200,steady,19.176,0.0,0.9926,0,0,0.2,
qwen25_14b,S02,4,simple,200,steady,19.201,0.0,0.9926,0,0,0.2,
qwen25_14b,S03,0,simple,50,steady,18.565,0.0,0.8646,0,0,0.2,
qwen25_14b,S03,1,simple,50,steady,19.087,0.0,0.8646,0,0,0.2,
qwen25_14b,S03,2,simple,50,steady,19.731,0.0,0.8646,0,0,0.2,
qwen25_14b,S03,3,simple,50,steady,19.31,0.0,0.8646,0,0,0.2,
qwen25_14b,S03,4,simple,50,steady,17.557,0.0,0.8472,0,0,0.2,
qwen25_14b,S04,0,simple,50,steady,19.393,0.0,0.926,0,0,0.2,
qwen25_14b,S04,1,simple,50,steady,19.351,0.0,0.926,0,0,0.2,
qwen25_14b,S04,2,simple,50,steady,19.231,0.0,0.926,0,0,0.2,
qwen25_14b,S04,3,simple,50,steady,19.819,0.0,0.926,0,0,0.2,
qwen25_14b,S04,4,simple,50,steady,19.43,0.0,0.926,0,0,0.2,
qwen25_14b,S05,0,simple,200,steady,17.835,0.0,0.9159,0,0,0.2,
qwen25_14b,S05,1,simple,200,steady,19.702,0.0,0.9238,0,0,0.2,
qwen25_14b,S05,2,simple,200,steady,19.462,0.0,0.9238,0,0,0.2,
qwen25_14b,S05,3,simple,200,steady,19.597,0.0,0.9238,0,0,0.2,
qwen25_14b,S05,4,simple,200,steady,19.93,0.0,0.9238,0,0,0.2,
qwen25_14b,S06,0,simple,50,steady,7.675,0.0,0.9327,1,0,0.2,
qwen25_14b,S06,1,simple,50,steady,7.873,0.0,0.9327,1,0,0.2,
qwen25_14b,S06,2,simple,50,steady,7.86,0.0,0.9327,1,0,0.2,
qwen25_14b,S06,3,simple,50,steady,7.617,0.0,0.9327,1,0,0.2,
qwen25_14b,S06,4,simple,50,steady,8.0,0.0,0.9327,1,0,0.2,
qwen25_14b,N01,0,simple,500,steady,19.315,0.0,0.8041,0,0,0.2,
qwen25_14b,N01,1,simple,500,steady,19.906,0.0,0.8041,0,0,0.2,
qwen25_14b,N01,2,simple,500,steady,20.011,0.0,0.8041,0,0,0.2,
qwen25_14b,N01,3,simple,500,steady,18.852,0.0,0.8041,0,0,0.2,
qwen25_14b,N01,4,simple,500,steady,19.532,0.0,0.8041,0,0,0.2,
qwen25_14b,M01,0,medium,500,steady,19.659,0.0,0.9927,0,0,0.2,
qwen25_14b,M01,1,medium,500,steady,19.824,0.0,0.9927,0,0,0.2,
qwen25_14b,M01,2,medium,500,steady,19.65,0.0,0.9927,0,0,0.2,
qwen25_14b,M01,3,medium,500,steady,19.609,0.0,0.9927,0,0,0.2,
qwen25_14b,M01,4,medium,500,steady,19.538,0.0,0.9927,0,0,0.2,
qwen25_14b,M02,0,medium,200,steady,18.49,0.0,0.9646,0,0,0.2,
qwen25_14b,M02,1,medium,200,steady,17.957,0.0,0.9646,0,0,0.2,
qwen25_14b,M02,2,medium,200,steady,20.701,0.0,0.9686,0,0,0.2,
qwen25_14b,M02,3,medium,200,steady,20.871,0.0,0.9686,0,0,0.2,
qwen25_14b,M02,4,medium,200,steady,20.583,0.0,0.9686,0,0,0.2,
qwen25_14b,M03,0,medium,500,fault-HA,21.625,0.0,0.7038,0,0,0.2,
qwen25_14b,M03,1,medium,500,fault-HA,21.303,0.0,0.7038,0,0,0.2,
qwen25_14b,M03,2,medium,500,fault-HA,21.168,0.0,0.6978,0,0,0.2,
qwen25_14b,M03,3,medium,500,fault-HA,21.814,0.0,0.7038,0,0,0.2,
qwen25_14b,M03,4,medium,500,fault-HA,21.182,0.0,0.6978,0,0,0.2,
qwen25_14b,M04,0,medium,500,steady,21.265,0.0,0.5684,0,0,0.2,
qwen25_14b,M04,1,medium,500,steady,21.67,0.0,0.5684,0,0,0.2,
qwen25_14b,M04,2,medium,500,steady,20.442,0.0,0.5684,0,0,0.2,
qwen25_14b,M04,3,medium,500,steady,13.685,0.0,0.4995,0,0,0.2,
qwen25_14b,M04,4,medium,500,steady,12.501,0.0,0.4995,0,0,0.2,
qwen25_14b,M05,0,medium,500,steady,19.179,0.0,0.5042,0,0,0.2,
qwen25_14b,M05,1,medium,500,steady,19.496,0.0,0.5042,0,0,0.2,
qwen25_14b,M05,2,medium,500,steady,19.4,0.0,0.5042,0,0,0.2,
qwen25_14b,M05,3,medium,500,steady,19.16,0.0,0.5042,0,0,0.2,
qwen25_14b,M05,4,medium,500,steady,19.012,0.0,0.5042,0,0,0.2,
qwen25_14b,M06,0,medium,200,fault-HA,14.608,0.0,0.7261,0,0,0.2,
qwen25_14b,M06,1,medium,200,fault-HA,19.43,0.0,0.7086,1,0,0.2,
qwen25_14b,M06,2,medium,200,fault-HA,14.489,0.0,0.7261,1,0,0.2,
qwen25_14b,M06,3,medium,200,fault-HA,14.688,0.0,0.7261,0,0,0.2,
qwen25_14b,M06,4,medium,200,fault-HA,13.068,0.0,0.7301,0,0,0.2,
qwen25_14b,M07,0,medium,200,steady,12.295,0.0,0.9106,1,0,0.2,
qwen25_14b,M07,1,medium,200,steady,14.56,0.0,0.9278,0,0,0.2,
qwen25_14b,M07,2,medium,200,steady,18.654,0.0,0.9381,0,0,0.2,
qwen25_14b,M07,3,medium,200,steady,11.922,0.0,0.9106,1,0,0.2,
qwen25_14b,M07,4,medium,200,steady,19.084,0.0,0.9443,0,0,0.2,
qwen25_14b,M08,0,medium,500,bursty-headroom,20.113,0.0,0.3916,0,0,0.2,
qwen25_14b,M08,1,medium,500,bursty-headroom,20.576,0.0,0.3916,0,0,0.2,
qwen25_14b,M08,2,medium,500,bursty-headroom,20.952,0.0,0.3916,0,0,0.2,
qwen25_14b,M08,3,medium,500,bursty-headroom,20.055,0.0,0.3916,0,0,0.2,
qwen25_14b,M08,4,medium,500,bursty-headroom,20.998,0.0,0.3916,0,0,0.2,
qwen25_14b,M09,0,medium,200,steady,16.635,0.0,0.9332,0,0,0.2,
qwen25_14b,M09,1,medium,200,steady,19.756,0.0,0.9474,0,0,0.2,
qwen25_14b,M09,2,medium,200,steady,17.514,0.0,0.9429,0,0,0.2,
qwen25_14b,M09,3,medium,200,steady,17.777,0.0,0.9429,0,0,0.2,
qwen25_14b,M09,4,medium,200,steady,13.154,0.0,0.9334,0,0,0.2,
qwen25_14b,M10,0,medium,200,steady,21.76,0.0,0.872,0,0,0.2,
qwen25_14b,M10,1,medium,200,steady,20.104,0.0,0.872,0,0,0.2,
qwen25_14b,M10,2,medium,200,steady,21.274,0.0,0.872,0,0,0.2,
qwen25_14b,M10,3,medium,200,steady,22.725,0.0,0.872,0,0,0.2,
qwen25_14b,M10,4,medium,200,steady,21.754,0.0,0.872,0,0,0.2,
qwen25_14b,N02,0,medium,50,steady,23.148,0.2,0.8999,0,0,0.2,
qwen25_14b,N02,1,medium,50,steady,24.08,0.2,0.8999,0,0,0.2,
qwen25_14b,N02,2,medium,50,steady,23.873,0.2,0.8999,0,0,0.2,
qwen25_14b,N02,3,medium,50,steady,20.593,0.1111,0.8999,0,0,0.2,
qwen25_14b,N02,4,medium,50,steady,19.189,0.0,0.8999,0,0,0.2,
qwen25_14b,N03,0,medium,200,bursty-headroom,20.117,0.0,0.9153,0,0,0.2,
qwen25_14b,N03,1,medium,200,bursty-headroom,17.539,0.0,0.9062,0,0,0.2,
qwen25_14b,N03,2,medium,200,bursty-headroom,19.884,0.0,0.9153,0,0,0.2,
qwen25_14b,N03,3,medium,200,bursty-headroom,20.303,0.0,0.9153,0,0,0.2,
qwen25_14b,N03,4,medium,200,bursty-headroom,18.192,0.0,0.9062,0,0,0.2,
qwen25_14b,N04,0,medium,500,sinusoidal-autoscale,21.123,0.0,0.7956,0,0,0.2,
qwen25_14b,N04,1,medium,500,sinusoidal-autoscale,21.602,0.0,0.7956,0,0,0.2,
qwen25_14b,N04,2,medium,500,sinusoidal-autoscale,19.748,0.0,0.7956,0,0,0.2,Topology has issues: Connection references unknown VNF: internet
qwen25_14b,N04,3,medium,500,sinusoidal-autoscale,20.935,0.0,0.7956,0,0,0.2,
qwen25_14b,N04,4,medium,500,sinusoidal-autoscale,20.578,0.0,0.7956,0,0,0.2,
qwen25_14b,N05,0,medium,200,sinusoidal-autoscale,20.598,0.0,0.9389,0,0,0.2,
qwen25_14b,N05,1,medium,200,sinusoidal-autoscale,21.64,0.0,0.9389,0,0,0.2,
qwen25_14b,N05,2,medium,200,sinusoidal-autoscale,20.666,0.0,0.9389,0,0,0.2,
qwen25_14b,N05,3,medium,200,sinusoidal-autoscale,20.664,0.0,0.9389,0,0,0.2,
qwen25_14b,N05,4,medium,200,sinusoidal-autoscale,19.269,0.0,0.9332,0,0,0.2,
qwen25_14b,N06,0,medium,50,fault-HA,19.711,0.0,0.7062,1,0,0.2,
qwen25_14b,N06,1,medium,50,fault-HA,17.315,0.0,0.7113,1,0,0.2,
qwen25_14b,N06,2,medium,50,fault-HA,20.345,0.0,0.7062,1,0,0.2,
qwen25_14b,N06,3,medium,50,fault-HA,20.95,0.0,0.7062,1,0,0.2,
qwen25_14b,N06,4,medium,50,fault-HA,20.812,0.0,0.7062,1,0,0.2,
qwen25_14b,N07,0,medium,500,bursty-headroom,20.811,0.0,0.8036,0,0,0.2,
qwen25_14b,N07,1,medium,500,bursty-headroom,20.423,0.0,0.8036,0,0,0.2,
qwen25_14b,N07,2,medium,500,bursty-headroom,20.106,0.0,0.8036,0,0,0.2,
qwen25_14b,N07,3,medium,500,bursty-headroom,20.348,0.0,0.8036,0,0,0.2,
qwen25_14b,N07,4,medium,500,bursty-headroom,20.42,0.0,0.8036,0,0,0.2,
qwen25_14b,N08,0,medium,200,fault-HA,20.698,0.0,0.6203,0,0,0.2,
qwen25_14b,N08,1,medium,200,fault-HA,20.473,0.0,0.6203,0,0,0.2,
qwen25_14b,N08,2,medium,200,fault-HA,20.306,0.0,0.6203,0,0,0.2,
qwen25_14b,N08,3,medium,200,fault-HA,20.349,0.0,0.6203,0,0,0.2,
qwen25_14b,N08,4,medium,200,fault-HA,20.764,0.0,0.6203,0,0,0.2,
qwen25_14b,C01,0,complex,500,fault-HA,18.607,0.0,0.5198,1,0,0.2,
qwen25_14b,C01,1,complex,500,fault-HA,18.286,0.0,0.5198,1,0,0.2,
qwen25_14b,C01,2,complex,500,fault-HA,20.621,0.0,0.5267,0,0,0.2,
qwen25_14b,C01,3,complex,500,fault-HA,12.412,0.0,0.4919,1,0,0.2,
qwen25_14b,C01,4,complex,500,fault-HA,14.862,0.0,0.5183,1,0,0.2,
qwen25_14b,C02,0,complex,500,steady,19.595,0.0,0.4533,0,0,0.2,
qwen25_14b,C02,1,complex,500,steady,21.024,0.0,0.4455,1,0,0.2,
qwen25_14b,C02,2,complex,500,steady,21.089,0.0,0.4533,0,0,0.2,
qwen25_14b,C02,3,complex,500,steady,20.972,0.0,0.4533,0,0,0.2,
qwen25_14b,C02,4,complex,500,steady,21.781,0.0,0.4533,0,0,0.2,
qwen25_14b,C03,0,complex,200,fault-HA,15.201,0.0,0.5801,1,0,0.2,
qwen25_14b,C03,1,complex,200,fault-HA,14.853,0.0,0.5801,1,0,0.2,
qwen25_14b,C03,2,complex,200,fault-HA,13.134,0.0,0.5691,1,0,0.2,
qwen25_14b,C03,3,complex,200,fault-HA,13.39,0.0,0.5691,1,0,0.2,
qwen25_14b,C03,4,complex,200,fault-HA,13.741,0.0,0.5691,1,0,0.2,
qwen25_14b,C04,0,complex,200,steady,18.992,0.0,0.9297,1,0,0.2,
qwen25_14b,C04,1,complex,200,steady,12.523,0.0,0.9106,1,0,0.2,
qwen25_14b,C04,2,complex,200,steady,21.229,0.0,0.9369,1,0,0.2,
qwen25_14b,C04,3,complex,200,steady,13.258,0.0,0.9106,1,0,0.2,
qwen25_14b,C04,4,complex,200,steady,13.087,0.0,0.9106,1,0,0.2,
qwen25_14b,C05,0,complex,500,bursty-headroom,19.36,0.0,0.4032,0,0,0.2,
qwen25_14b,C05,1,complex,500,bursty-headroom,20.556,0.0,0.3597,0,0,0.2,
qwen25_14b,C05,2,complex,500,bursty-headroom,21.199,0.0,0.3597,0,0,0.2,
qwen25_14b,C05,3,complex,500,bursty-headroom,20.811,0.0,0.3597,0,0,0.2,
qwen25_14b,C05,4,complex,500,bursty-headroom,20.403,0.0,0.3671,0,0,0.2,
qwen25_14b,C06,0,complex,500,steady,22.208,0.0,0.6428,0,0,0.2,
qwen25_14b,C06,1,complex,500,steady,19.618,0.0,0.6428,0,0,0.2,
qwen25_14b,C06,2,complex,500,steady,19.459,0.0,0.6619,0,0,0.2,
qwen25_14b,C06,3,complex,500,steady,20.265,0.0,0.6428,0,0,0.2,
qwen25_14b,C06,4,complex,500,steady,21.817,0.0,0.6428,0,0,0.2,
qwen25_14b,C07,0,complex,200,fault-HA,14.979,0.2,0.592,1,0,0.2,
qwen25_14b,C07,1,complex,200,fault-HA,17.125,0.3333,0.592,1,0,0.2,
qwen25_14b,C07,2,complex,200,fault-HA,14.905,0.2,0.592,1,0,0.2,
qwen25_14b,C07,3,complex,200,fault-HA,14.628,0.2,0.592,1,0,0.2,
qwen25_14b,C07,4,complex,200,fault-HA,14.937,0.2,0.592,1,0,0.2,
qwen25_14b,C08,0,complex,500,steady,14.597,0.0,0.6932,1,0,0.2,
qwen25_14b,C08,1,complex,500,steady,12.93,0.0,0.6932,1,0,0.2,
qwen25_14b,C08,2,complex,500,steady,13.383,0.0,0.6932,1,0,0.2,
qwen25_14b,C08,3,complex,500,steady,20.684,0.0,0.7187,0,0,0.2,
qwen25_14b,C08,4,complex,500,steady,13.249,0.0,0.6932,1,0,0.2,
qwen25_14b,C09,0,complex,50,steady,11.12,0.0,0.7619,0,0,0.2,
qwen25_14b,C09,1,complex,50,steady,12.187,0.0,0.7619,0,0,0.2,
qwen25_14b,C09,2,complex,50,steady,11.695,0.0,0.7619,0,0,0.2,
qwen25_14b,C09,3,complex,50,steady,12.526,0.0,0.7619,0,0,0.2,
qwen25_14b,C09,4,complex,50,steady,11.974,0.0,0.7619,0,0,0.2,
qwen25_14b,N09,0,complex,200,bursty-headroom,20.24,0.0,0.8875,0,0,0.2,
qwen25_14b,N09,1,complex,200,bursty-headroom,20.362,0.0,0.8875,0,0,0.2,
qwen25_14b,N09,2,complex,200,bursty-headroom,20.398,0.0,0.8875,0,0,0.2,
qwen25_14b,N09,3,complex,200,bursty-headroom,20.286,0.0,0.8875,0,0,0.2,
qwen25_14b,N09,4,complex,200,bursty-headroom,21.233,0.0,0.8875,0,0,0.2,
qwen25_14b,N10,0,complex,200,sinusoidal-autoscale,21.172,0.0,0.9234,0,0,0.2,
qwen25_14b,N10,1,complex,200,sinusoidal-autoscale,20.535,0.0,0.9234,0,0,0.2,
qwen25_14b,N10,2,complex,200,sinusoidal-autoscale,21.039,0.0,0.9234,0,0,0.2,
qwen25_14b,N10,3,complex,200,sinusoidal-autoscale,20.703,0.0,0.9234,0,0,0.2,
qwen25_14b,N10,4,complex,200,sinusoidal-autoscale,20.882,0.0,0.9234,0,0,0.2,
qwen25_14b,N11,0,complex,500,sinusoidal-autoscale,20.656,0.0,0.7949,0,0,0.2,
qwen25_14b,N11,1,complex,500,sinusoidal-autoscale,20.084,0.0,0.7949,0,0,0.2,
qwen25_14b,N11,2,complex,500,sinusoidal-autoscale,20.854,0.0,0.7949,0,0,0.2,
qwen25_14b,N11,3,complex,500,sinusoidal-autoscale,20.696,0.0,0.7949,0,0,0.2,
qwen25_14b,N11,4,complex,500,sinusoidal-autoscale,20.57,0.0,0.7949,0,0,0.2,
mistral22b,S01,0,simple,50,steady,31.974,0.0,0.926,0,0,0.2,
mistral22b,S01,1,simple,50,steady,32.458,0.0,0.9086,0,0,0.2,
mistral22b,S01,2,simple,50,steady,33.034,0.0,0.9086,0,0,0.2,
mistral22b,S01,3,simple,50,steady,31.075,0.0,0.9086,0,0,0.2,
mistral22b,S01,4,simple,50,steady,32.785,0.0,0.9086,0,0,0.2,
mistral22b,S02,0,simple,200,steady,38.134,0.2,0.9752,0,0,0.2,
mistral22b,S02,1,simple,200,steady,37.685,0.2,0.9752,0,0,0.2,
mistral22b,S02,2,simple,200,steady,35.23,0.2,0.9752,0,0,0.2,
mistral22b,S02,3,simple,200,steady,38.853,0.2,0.9752,0,0,0.2,
mistral22b,S02,4,simple,200,steady,34.745,0.2,0.9752,0,0,0.2,
mistral22b,S03,0,simple,50,steady,29.69,0.2222,0.8472,0,0,0.2,
mistral22b,S03,1,simple,50,steady,31.026,0.2,0.8646,0,0,0.2,
mistral22b,S03,2,simple,50,steady,32.937,0.2,0.8646,0,0,0.2,
mistral22b,S03,3,simple,50,steady,33.573,0.2,0.8646,0,0,0.2,
mistral22b,S03,4,simple,50,steady,31.392,0.2,0.8646,0,0,0.2,
mistral22b,S04,0,simple,50,steady,32.648,0.2,0.926,0,0,0.2,
mistral22b,S04,1,simple,50,steady,32.829,0.2,0.926,0,0,0.2,
mistral22b,S04,2,simple,50,steady,31.947,0.2222,0.9167,0,0,0.2,
mistral22b,S04,3,simple,50,steady,33.009,0.2,0.926,0,0,0.2,
mistral22b,S04,4,simple,50,steady,31.161,0.2222,0.9167,0,0,0.2,
mistral22b,S05,0,simple,200,steady,33.504,0.2,0.9238,0,0,0.2,
